SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Tue Jun 03 14:51:38 CEST 2014
Benutzer: Admin
Dark-Spektrum vorhanden: Ja
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB4F03547
Integrationszeit (usec): 100000 (USB4F03547)
Spektren Durchschnitt berechnet: 3 (USB4F03547)
Boxcar Glättung: 0 (USB4F03547)
Dunkelstromkorrektur: Nein (USB4F03547)
Puls/Lampe aktiviert: Nein (USB4F03547)
Correct for Detector Non-linearity: Nein (USB4F03547)
Streulichtkorrektur: Nein (USB4F03547)
Anzahl Pixel in verarbeitetem Spektrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
179,21	25,26
179,43	25,26
179,64	25,26
179,86	-40,96
180,07	79,87
180,29	32,08
180,50	73,73
180,72	71,00
180,93	-46,42
181,15	75,09
181,37	40,28
181,58	56,66
181,80	5,46
182,01	-6,83
182,23	15,02
182,44	-12,97
182,66	28,67
182,87	36,86
183,09	90,11
183,30	161,79
183,52	39,59
183,73	33,45
183,95	96,25
184,16	51,88
184,38	54,61
184,60	58,03
184,81	86,01
185,03	54,61
185,24	109,22
185,46	80,55
185,67	12,29
185,89	58,71
186,10	21,16
186,32	18,43
186,53	30,04
186,75	119,46
186,96	39,59
187,18	0,00
187,39	135,85
187,61	77,82
187,82	104,45
188,04	97,62
188,25	84,65
188,47	39,59
188,68	27,31
188,90	106,49
189,11	120,83
189,33	166,57
189,54	159,06
189,76	36,86
189,97	101,03
190,19	78,51
190,40	124,93
190,62	53,93
190,83	24,58
191,05	103,08
191,26	77,14
191,48	35,50
191,69	51,88
191,91	42,32
192,12	55,98
192,34	38,91
192,55	121,51
192,77	60,76
192,98	90,79
193,20	77,82
193,41	34,82
193,63	67,58
193,84	109,23
194,06	92,16
194,27	75,09
194,49	-37,55
194,70	100,35
194,92	63,49
195,13	34,13
195,35	142,68
195,56	74,41
195,78	101,03
195,99	58,71
