179,21	3,41
179,43	3,41
179,64	3,41
179,86	-23,89
180,07	55,30
180,29	24,58
180,50	20,48
180,72	32,77
180,93	78,51
181,15	122,88
181,37	63,49
181,58	86,01
181,80	-3,41
182,01	-17,07
182,23	80,55
182,44	-4,78
182,66	34,82
182,87	37,55
183,09	60,76
183,30	167,93
183,52	34,82
183,73	26,62
183,95	92,16
184,16	15,02
184,38	91,48
184,60	51,88
184,81	138,58
185,03	93,52
185,24	108,54
185,46	129,70
185,67	56,66
185,89	42,32
186,10	66,90
186,32	-11,61
186,53	31,40
186,75	110,59
186,96	68,27
187,18	45,06
187,39	92,16
187,61	45,74
187,82	114,69
188,04	94,21
188,25	86,01
188,47	19,11
188,68	10,92
188,90	132,44
189,11	91,48
189,33	165,20
189,54	142,68
189,76	42,32
189,97	85,33
190,19	77,82
190,40	117,42
190,62	71,00
190,83	50,52
191,05	93,52
191,26	111,96
191,48	-27,99
191,69	77,14
191,91	6,14
192,12	55,30
192,34	33,45
192,55	103,76
192,77	75,09
192,98	83,28
193,20	77,82
193,41	51,88
193,63	79,19
193,84	67,58
194,06	101,72
194,27	71,00
194,49	-35,50
194,70	93,52
194,92	55,98
195,13	34,82
195,35	137,21
195,56	110,59
195,78	136,53
195,99	86,70
196,21	69,63
196,42	186,37
196,64	59,39
196,85	8,87
197,07	83,28
197,28	-10,92
197,50	141,99
197,71	42,32
197,93	71,00
198,14	119,46
198,36	97,62
198,57	126,29
198,79	116,05
199,00	67,58
199,21	73,73
199,43	68,27
199,64	120,15
199,86	32,08
200,07	79,87
200,29	38,91
200,50	105,13
200,72	47,79
200,93	23,89
201,15	66,22
201,36	86,70
201,58	1,37
201,79	98,99
202,01	51,20
202,22	-21,85
202,43	65,54
202,65	137,21
202,86	30,04
203,08	44,37
203,29	95,57
203,51	129,02
203,72	112,64
203,94	145,41
204,15	-16,38
204,37	73,04
204,58	99,67
204,80	5,46
205,01	58,03
205,22	21,85
205,44	148,82
205,65	28,67
205,87	35,50
206,08	27,99
206,30	22,53
206,51	85,33
206,73	66,22
206,94	51,20
207,15	104,45
207,37	73,04
207,58	51,88
207,80	112,64
208,01	154,28
208,23	51,88
208,44	82,60
208,66	124,93
208,87	88,06
209,08	127,66
209,30	25,26
209,51	40,28
209,73	55,98
209,94	10,92
210,16	-16,38
210,37	92,16
210,58	107,86
210,80	82,60
211,01	23,21
211,23	92,16
211,44	41,64
211,66	76,46
211,87	43,69
212,08	40,96
212,30	69,63
212,51	115,37
212,73	81,24
212,94	116,05
213,16	137,21
213,37	54,61
213,58	67,58
213,80	67,58
214,01	33,45
214,23	58,71
214,44	62,80
214,65	77,82
214,87	57,34
215,08	34,13
215,30	88,75
215,51	71,00
215,73	83,28
215,94	63,49
216,15	126,97
216,37	97,62
216,58	57,34
216,80	124,93
217,01	35,50
217,22	42,32
217,44	29,35
217,65	6,83
217,87	77,82
218,08	66,22
218,29	43,01
218,51	17,07
218,72	53,93
218,94	21,85
219,15	72,36
219,36	37,55
219,58	-7,51
219,79	70,31
220,01	61,44
220,22	76,46
220,43	34,13
220,65	107,18
220,86	47,10
221,08	80,55
221,29	82,60
221,50	80,55
221,72	23,21
221,93	121,51
222,14	49,83
222,36	60,07
222,57	130,39
222,79	92,84
223,00	48,47
223,21	59,39
223,43	145,41
223,64	45,06
223,86	121,51
224,07	105,13
224,28	131,75
224,50	94,21
224,71	-15,02
224,92	34,13
225,14	99,67
225,35	51,20
225,57	7,51
225,78	75,09
225,99	88,75
226,21	37,55
226,42	113,32
226,63	84,65
226,85	61,44
227,06	59,39
227,27	136,53
227,49	66,22
227,70	19,11
227,92	26,62
228,13	27,31
228,34	117,42
228,56	81,24
228,77	97,62
228,98	138,58
229,20	15,70
229,41	73,73
229,62	32,77
229,84	139,26
230,05	55,30
230,27	83,97
230,48	71,68
230,69	38,91
230,91	-1,37
231,12	-31,40
231,33	91,48
231,55	80,55
231,76	45,06
231,97	103,08
232,19	86,01
232,40	129,70
232,61	90,79
232,83	136,53
233,04	69,63
233,25	38,23
233,47	58,71
233,68	116,05
233,89	122,20
234,11	55,30
234,32	75,09
234,53	43,01
234,75	-11,61
234,96	21,16
235,17	31,40
235,39	92,84
235,60	14,34
235,81	105,13
236,03	103,08
236,24	23,89
236,45	105,81
236,67	133,80
236,88	51,20
237,09	88,75
237,31	50,52
237,52	61,44
237,73	85,33
237,95	111,27
238,16	24,58
238,37	73,73
238,59	132,44
238,80	112,64
239,01	141,99
239,23	121,51
239,44	62,12
239,65	86,70
239,87	108,54
240,08	10,92
240,29	53,25
240,51	51,88
240,72	108,54
240,93	33,45
241,14	101,03
241,36	150,87
241,57	56,66
241,78	56,66
242,00	74,41
242,21	74,41
242,42	124,24
242,64	128,34
242,85	63,49
243,06	112,64
243,28	117,42
243,49	1,37
243,70	75,77
243,91	86,01
244,13	43,01
244,34	66,90
244,55	27,31
244,77	101,72
244,98	103,08
245,19	101,03
245,41	88,06
245,62	-2,05
245,83	159,06
246,04	98,99
246,26	137,21
246,47	93,52
246,68	111,27
246,90	34,82
247,11	39,59
247,32	103,08
247,53	118,10
247,75	66,90
247,96	126,29
248,17	109,22
248,39	26,62
248,60	49,83
248,81	67,58
249,02	81,92
249,24	94,21
249,45	64,17
249,66	120,15
249,87	101,03
250,09	-13,65
250,30	42,32
250,51	94,89
250,73	55,30
250,94	53,93
251,15	161,79
251,36	45,74
251,58	76,46
251,79	80,55
252,00	119,46
252,21	20,48
252,43	96,94
252,64	30,04
252,85	114,69
253,07	-19,80
253,28	49,15
253,49	82,60
253,70	60,76
253,92	111,96
254,13	96,94
254,34	94,21
254,55	125,61
254,77	39,59
254,98	38,23
255,19	87,38
255,40	79,87
255,62	81,92
255,83	50,52
256,04	126,29
256,25	25,94
256,47	51,20
256,68	99,67
256,89	107,18
257,10	39,59
257,32	199,34
257,53	137,90
257,74	36,18
257,95	88,06
258,17	116,05
258,38	49,83
258,59	75,09
258,80	142,68
259,02	96,94
259,23	79,19
259,44	88,06
259,65	81,92
259,86	114,00
260,08	132,44
260,29	96,94
260,50	115,37
260,71	94,21
260,93	115,37
261,14	75,77
261,35	154,28
261,56	59,39
261,78	39,59
261,99	-0,68
262,20	85,33
262,41	19,11
262,62	45,06
262,84	52,56
263,05	86,01
263,26	71,00
263,47	81,92
263,69	75,77
263,90	94,89
264,11	141,99
264,32	91,48
264,53	78,51
264,75	39,59
264,96	49,83
265,17	69,63
265,38	75,09
265,59	90,11
265,81	28,67
266,02	120,83
266,23	71,68
266,44	93,52
266,66	94,89
266,87	27,99
267,08	78,51
267,29	90,79
267,50	56,66
267,72	73,73
267,93	99,67
268,14	33,45
268,35	145,41
268,56	131,07
268,78	71,68
268,99	135,17
269,20	80,55
269,41	100,35
269,62	67,58
269,84	66,90
270,05	57,34
270,26	104,45
270,47	53,25
270,68	51,20
270,89	13,65
271,11	47,10
271,32	127,66
271,53	89,43
271,74	149,50
271,95	85,33
272,17	77,14
272,38	54,61
272,59	83,28
272,80	95,57
273,01	79,19
273,22	86,70
273,44	77,14
273,65	111,96
273,86	84,65
274,07	90,11
274,28	99,67
274,50	128,34
