E_1 / keV	N_1	E_2 / keV	N_2	E_3 / keV	N_3	E_4 / keV	N_4	E_5 / keV	N_5	E_6 / keV	N_6	E_8 / keV	N_8
19.92	2	19.92	33	19.92	0	19.92	0	19.92	0	19.92	0	19.92	7
19.99	0	19.99	21	19.99	0	19.99	1	19.99	1	19.99	0	19.99	3
20.06	1	20.06	17	20.06	0	20.06	1	20.06	0	20.06	1	20.06	5
20.12	0	20.12	13	20.12	0	20.12	2	20.12	0	20.12	0	20.12	2
20.19	0	20.19	12	20.19	1	20.19	1	20.19	1	20.19	0	20.19	5
20.26	0	20.26	3	20.26	1	20.26	1	20.26	2	20.26	0	20.26	3
20.32	0	20.32	0	20.32	0	20.32	1	20.32	0	20.32	0	20.32	1
20.39	2	20.39	3	20.39	0	20.39	1	20.39	1	20.39	0	20.39	3
20.46	1	20.46	1	20.46	0	20.46	1	20.46	0	20.46	0	20.46	2
20.52	0	20.52	2	20.52	0	20.52	0	20.52	1	20.52	0	20.52	1
20.59	0	20.59	0	20.59	0	20.59	0	20.59	0	20.59	1	20.59	7
20.66	0	20.66	0	20.66	0	20.66	0	20.66	0	20.66	1	20.66	2
20.72	0	20.72	0	20.72	0	20.72	0	20.72	0	20.72	0	20.72	4
20.79	0	20.79	0	20.79	0	20.79	2	20.79	1	20.79	0	20.79	4
20.86	0	20.86	1	20.86	0	20.86	2	20.86	0	20.86	0	20.86	5
20.92	1	20.92	0	20.92	1	20.92	1	20.92	0	20.92	0	20.92	8
20.99	0	20.99	0	20.99	0	20.99	2	20.99	0	20.99	0	20.99	6
21.06	0	21.06	0	21.06	0	21.06	3	21.06	1	21.06	1	21.06	10
21.12	0	21.12	0	21.12	1	21.12	3	21.12	0	21.12	2	21.12	8
21.19	0	21.19	0	21.19	1	21.19	3	21.19	0	21.19	0	21.19	13
21.26	0	21.26	0	21.26	0	21.26	3	21.26	0	21.26	0	21.26	10
21.32	1	21.32	0	21.32	0	21.32	2	21.32	0	21.32	0	21.32	12
21.39	0	21.39	0	21.39	0	21.39	3	21.39	0	21.39	0	21.39	25
21.46	0	21.46	0	21.46	2	21.46	3	21.46	2	21.46	0	21.46	29
21.52	0	21.52	0	21.52	0	21.52	4	21.52	0	21.52	0	21.52	34
21.59	2	21.59	0	21.59	0	21.59	1	21.59	0	21.59	0	21.59	39
21.65	0	21.65	0	21.65	0	21.65	2	21.65	0	21.65	0	21.65	49
21.72	0	21.72	0	21.72	2	21.72	5	21.72	0	21.72	0	21.72	74
21.79	1	21.79	0	21.79	0	21.79	4	21.79	0	21.79	0	21.79	75
21.85	2	21.85	1	21.85	0	21.85	6	21.85	0	21.85	0	21.85	83
21.92	2	21.92	0	21.92	0	21.92	12	21.92	0	21.92	0	21.92	96
21.99	0	21.99	0	21.99	0	21.99	8	21.99	0	21.99	0	21.99	81
22.05	0	22.05	0	22.05	0	22.05	10	22.05	1	22.05	0	22.05	106
22.12	0	22.12	0	22.12	0	22.12	13	22.12	0	22.12	0	22.12	91
22.19	0	22.19	1	22.19	0	22.19	11	22.19	0	22.19	1	22.19	67
22.25	0	22.25	0	22.25	0	22.25	10	22.25	0	22.25	0	22.25	70
22.32	1	22.32	0	22.32	0	22.32	9	22.32	1	22.32	0	22.32	45
22.39	1	22.39	0	22.39	0	22.39	7	22.39	0	22.39	0	22.39	25
22.45	0	22.45	0	22.45	0	22.45	8	22.45	0	22.45	0	22.45	18
22.52	1	22.52	0	22.52	0	22.52	9	22.52	0	22.52	1	22.52	9
22.59	0	22.59	0	22.59	0	22.59	5	22.59	1	22.59	0	22.59	3
22.65	0	22.65	1	22.65	0	22.65	7	22.65	0	22.65	0	22.65	1
22.72	2	22.72	0	22.72	0	22.72	11	22.72	0	22.72	0	22.72	1
22.79	0	22.79	0	22.79	0	22.79	4	22.79	0	22.79	0	22.79	0
22.85	0	22.85	0	22.85	0	22.85	6	22.85	1	22.85	0	22.85	0
22.92	0	22.92	2	22.92	0	22.92	3	22.92	0	22.92	0	22.92	4
22.99	0	22.99	0	22.99	0	22.99	5	22.99	0	22.99	0	22.99	2
23.05	0	23.05	0	23.05	1	23.05	2	23.05	1	23.05	1	23.05	1
23.12	1	23.12	0	23.12	0	23.12	2	23.12	0	23.12	0	23.12	2
23.19	0	23.19	0	23.19	1	23.19	0	23.19	1	23.19	0	23.19	0
23.25	0	23.25	0	23.25	0	23.25	0	23.25	0	23.25	0	23.25	0
23.32	0	23.32	0	23.32	0	23.32	1	23.32	0	23.32	2	23.32	0
23.39	0	23.39	0	23.39	0	23.39	2	23.39	0	23.39	0	23.39	3
23.45	0	23.45	0	23.45	1	23.45	2	23.45	1	23.45	0	23.45	0
23.52	0	23.52	0	23.52	0	23.52	0	23.52	0	23.52	0	23.52	3
23.59	1	23.59	0	23.59	1	23.59	3	23.59	0	23.59	0	23.59	0
23.65	0	23.65	0	23.65	0	23.65	0	23.65	1	23.65	0	23.65	0
23.72	0	23.72	0	23.72	2	23.72	0	23.72	0	23.72	0	23.72	1
23.79	0	23.79	0	23.79	2	23.79	2	23.79	0	23.79	0	23.79	2
23.85	1	23.85	0	23.85	0	23.85	0	23.85	0	23.85	1	23.85	0
23.92	0	23.92	1	23.92	1	23.92	2	23.92	0	23.92	1	23.92	3
23.99	0	23.99	1	23.99	0	23.99	0	23.99	0	23.99	0	23.99	1
24.05	0	24.05	1	24.05	2	24.05	1	24.05	0	24.05	0	24.05	4
24.12	0	24.12	0	24.12	1	24.12	0	24.12	0	24.12	1	24.12	7
24.19	0	24.19	0	24.19	1	24.19	0	24.19	0	24.19	0	24.19	4
24.25	0	24.25	1	24.25	1	24.25	0	24.25	0	24.25	1	24.25	3
24.32	0	24.32	0	24.32	0	24.32	0	24.32	1	24.32	0	24.32	4
24.39	2	24.39	0	24.39	0	24.39	0	24.39	1	24.39	1	24.39	7
24.45	2	24.45	0	24.45	0	24.45	1	24.45	0	24.45	1	24.45	13
24.52	0	24.52	0	24.52	0	24.52	0	24.52	0	24.52	0	24.52	14
24.58	0	24.58	1	24.58	0	24.58	0	24.58	0	24.58	0	24.58	13
24.65	1	24.65	0	24.65	1	24.65	1	24.65	1	24.65	0	24.65	13
24.72	0	24.72	0	24.72	0	24.72	0	24.72	0	24.72	0	24.72	14
24.78	0	24.78	0	24.78	0	24.78	0	24.78	0	24.78	0	24.78	11
24.85	0	24.85	0	24.85	0	24.85	0	24.85	0	24.85	0	24.85	11
24.92	0	24.92	0	24.92	0	24.92	0	24.92	0	24.92	0	24.92	9
24.98	0	24.98	0	24.98	0	24.98	1	24.98	1	24.98	0	24.98	6
25.05	0	25.05	0	25.05	0	25.05	0	25.05	0	25.05	1	25.05	4
25.12	0	25.12	0	25.12	0	25.12	0	25.12	0	25.12	0	25.12	4
25.18	1	25.18	0	25.18	0	25.18	0	25.18	0	25.18	0	25.18	4
25.25	1	25.25	0	25.25	1	25.25	1	25.25	0	25.25	0	25.25	2
25.32	0	25.32	0	25.32	0	25.32	0	25.32	0	25.32	0	25.32	2
25.38	0	25.38	0	25.38	0	25.38	0	25.38	0	25.38	0	25.38	1
25.45	0	25.45	0	25.45	0	25.45	0	25.45	1	25.45	1	25.45	1
25.52	0	25.52	0	25.52	0	25.52	1	25.52	3	25.52	0	25.52	1
25.58	1	25.58	0	25.58	0	25.58	0	25.58	0	25.58	0	25.58	0
25.65	0	25.65	0	25.65	0	25.65	0	25.65	0	25.65	0	25.65	0
25.72	0	25.72	0	25.72	0	25.72	0	25.72	0	25.72	0	25.72	0
25.78	0	25.78	0	25.78	0	25.78	0	25.78	0	25.78	1	25.78	0
25.85	0	25.85	0	25.85	1	25.85	0	25.85	0	25.85	0	25.85	0
25.92	2	25.92	1	25.92	1	25.92	0	25.92	0	25.92	0	25.92	0
25.98	0	25.98	0	25.98	0	25.98	0	25.98	0	25.98	0	25.98	0
26.05	0	26.05	0	26.05	0	26.05	0	26.05	0	26.05	0	26.05	0
26.12	0	26.12	0	26.12	0	26.12	1	26.12	0	26.12	0	26.12	0
26.18	0	26.18	0	26.18	0	26.18	0	26.18	0	26.18	0	26.18	0
26.25	0	26.25	1	26.25	0	26.25	0	26.25	0	26.25	0	26.25	0
26.32	0	26.32	0	26.32	0	26.32	0	26.32	0	26.32	1	26.32	0
26.38	0	26.38	0	26.38	0	26.38	0	26.38	0	26.38	0	26.38	0
26.45	0	26.45	0	26.45	0	26.45	1	26.45	1	26.45	0	26.45	0
26.52	0	26.52	1	26.52	0	26.52	0	26.52	0	26.52	0	26.52	0
26.58	0	26.58	0	26.58	1	26.58	0	26.58	0	26.58	0	26.58	0
26.65	0	26.65	0	26.65	0	26.65	0	26.65	0	26.65	0	26.65	0
26.72	0	26.72	0	26.72	1	26.72	0	26.72	1	26.72	0	26.72	0
26.78	0	26.78	0	26.78	0	26.78	0	26.78	0	26.78	0	26.78	0
26.85	0	26.85	0	26.85	0	26.85	0	26.85	0	26.85	1	26.85	0
26.92	0	26.92	0	26.92	0	26.92	0	26.92	0	26.92	0	26.92	0
26.98	0	26.98	0	26.98	0	26.98	0	26.98	0	26.98	0	26.98	0
27.05	0	27.05	0	27.05	0	27.05	0	27.05	0	27.05	1	27.05	0
27.12	0	27.12	0	27.12	0	27.12	0	27.12	0	27.12	0	27.12	0
27.18	0	27.18	0	27.18	0	27.18	0	27.18	0	27.18	0	27.18	0
27.25	0	27.25	0	27.25	0	27.25	2	27.25	0	27.25	0	27.25	1
27.31	1	27.31	0	27.31	0	27.31	1	27.31	0	27.31	0	27.31	0
27.38	0	27.38	0	27.38	0	27.38	0	27.38	0	27.38	0	27.38	0
27.45	0	27.45	0	27.45	0	27.45	0	27.45	0	27.45	0	27.45	0
27.51	0	27.51	0	27.51	0	27.51	1	27.51	0	27.51	0	27.51	0
27.58	1	27.58	0	27.58	0	27.58	0	27.58	0	27.58	0	27.58	0
27.65	0	27.65	0	27.65	0	27.65	0	27.65	0	27.65	0	27.65	0
27.71	0	27.71	1	27.71	0	27.71	0	27.71	0	27.71	0	27.71	0
27.78	0	27.78	0	27.78	0	27.78	0	27.78	0	27.78	0	27.78	1
27.85	0	27.85	0	27.85	0	27.85	0	27.85	0	27.85	0	27.85	0
27.91	1	27.91	0	27.91	0	27.91	0	27.91	0	27.91	0	27.91	0
27.98	1	27.98	0	27.98	0	27.98	0	27.98	0	27.98	0	27.98	0
28.05	0	28.05	0	28.05	0	28.05	0	28.05	0	28.05	0	28.05	0
28.11	0	28.11	0	28.11	0	28.11	1	28.11	0	28.11	0	28.11	0
28.18	1	28.18	0	28.18	0	28.18	0	28.18	0	28.18	0	28.18	0
28.25	0	28.25	0	28.25	0	28.25	0	28.25	0	28.25	0	28.25	0
28.31	1	28.31	0	28.31	0	28.31	0	28.31	0	28.31	0	28.31	0
28.38	0	28.38	0	28.38	0	28.38	0	28.38	0	28.38	0	28.38	0
28.45	1	28.45	0	28.45	0	28.45	0	28.45	0	28.45	0	28.45	0
28.51	1	28.51	0	28.51	0	28.51	0	28.51	0	28.51	0	28.51	0
28.58	0	28.58	0	28.58	0	28.58	0	28.58	0	28.58	0	28.58	0
28.65	0	28.65	0	28.65	0	28.65	0	28.65	0	28.65	0	28.65	0
28.71	0	28.71	0	28.71	0	28.71	0	28.71	0	28.71	0	28.71	0
28.78	0	28.78	0	28.78	0	28.78	0	28.78	0	28.78	0	28.78	0
28.85	0	28.85	0	28.85	0	28.85	1	28.85	0	28.85	0	28.85	0
28.91	0	28.91	0	28.91	0	28.91	0	28.91	0	28.91	0	28.91	0
28.98	0	28.98	0	28.98	0	28.98	0	28.98	0	28.98	0	28.98	0
29.05	0	29.05	0	29.05	0	29.05	0	29.05	0	29.05	0	29.05	0
29.11	0	29.11	0	29.11	0	29.11	0	29.11	0	29.11	0	29.11	0
29.18	0	29.18	0	29.18	0	29.18	0	29.18	0	29.18	0	29.18	1
29.25	0	29.25	0	29.25	0	29.25	0	29.25	0	29.25	0	29.25	0
29.31	0	29.31	0	29.31	0	29.31	0	29.31	0	29.31	0	29.31	0
29.38	0	29.38	0	29.38	0	29.38	0	29.38	0	29.38	0	29.38	0
29.45	1	29.45	0	29.45	0	29.45	0	29.45	0	29.45	0	29.45	0
29.51	0	29.51	0	29.51	0	29.51	0	29.51	0	29.51	0	29.51	0
29.58	0	29.58	0	29.58	0	29.58	1	29.58	0	29.58	0	29.58	0
29.65	0	29.65	0	29.65	0	29.65	0	29.65	0	29.65	0	29.65	0
29.71	1	29.71	0	29.71	0	29.71	1	29.71	0	29.71	0	29.71	0
29.78	0	29.78	0	29.78	0	29.78	0	29.78	0	29.78	0	29.78	0
29.85	0	29.85	2	29.85	0	29.85	0	29.85	0	29.85	0	29.85	0
29.91	0	29.91	0	29.91	0	29.91	0	29.91	0	29.91	0	29.91	0
29.98	0	29.98	0	29.98	0	29.98	0	29.98	0	29.98	0	29.98	0
30.04	0	30.04	0	30.04	0	30.04	0	30.04	0	30.04	0	30.04	0
30.11	0	30.11	0	30.11	0	30.11	0	30.11	0	30.11	0	30.11	0
30.18	0	30.18	0	30.18	0	30.18	0	30.18	0	30.18	0	30.18	0
30.24	0	30.24	0	30.24	0	30.24	0	30.24	1	30.24	0	30.24	0
30.31	0	30.31	0	30.31	0	30.31	0	30.31	0	30.31	0	30.31	1
30.38	0	30.38	0	30.38	0	30.38	0	30.38	0	30.38	0	30.38	0
30.44	0	30.44	0	30.44	0	30.44	0	30.44	0	30.44	0	30.44	0
30.51	0	30.51	0	30.51	0	30.51	0	30.51	0	30.51	1	30.51	0
30.58	0	30.58	0	30.58	0	30.58	0	30.58	0	30.58	0	30.58	0
30.64	0	30.64	0	30.64	0	30.64	0	30.64	0	30.64	0	30.64	0
30.71	0	30.71	0	30.71	0	30.71	0	30.71	0	30.71	0	30.71	0
30.78	0	30.78	0	30.78	0	30.78	0	30.78	0	30.78	1	30.78	0
30.84	0	30.84	1	30.84	0	30.84	0	30.84	0	30.84	0	30.84	0
30.91	0	30.91	0	30.91	0	30.91	0	30.91	0	30.91	0	30.91	0
30.98	0	30.98	0	30.98	0	30.98	0	30.98	0	30.98	0	30.98	0
31.04	0	31.04	0	31.04	0	31.04	0	31.04	0	31.04	0	31.04	0
31.11	0	31.11	1	31.11	0	31.11	0	31.11	0	31.11	0	31.11	0
31.18	0	31.18	0	31.18	0	31.18	0	31.18	0	31.18	0	31.18	0
31.24	0	31.24	0	31.24	0	31.24	0	31.24	0	31.24	0	31.24	0
31.31	0	31.31	1	31.31	0	31.31	0	31.31	0	31.31	0	31.31	0
31.38	0	31.38	0	31.38	0	31.38	0	31.38	0	31.38	0	31.38	0
31.44	0	31.44	0	31.44	0	31.44	0	31.44	0	31.44	0	31.44	0
31.51	0	31.51	0	31.51	0	31.51	0	31.51	0	31.51	0	31.51	0
31.58	0	31.58	0	31.58	0	31.58	0	31.58	0	31.58	0	31.58	0
31.64	0	31.64	0	31.64	0	31.64	0	31.64	0	31.64	0	31.64	0
31.71	0	31.71	0	31.71	0	31.71	0	31.71	0	31.71	0	31.71	0
31.78	0	31.78	0	31.78	0	31.78	0	31.78	0	31.78	0	31.78	0
31.84	0	31.84	0	31.84	0	31.84	0	31.84	0	31.84	0	31.84	0
31.91	0	31.91	0	31.91	0	31.91	0	31.91	0	31.91	0	31.91	0
31.98	0	31.98	0	31.98	0	31.98	0	31.98	0	31.98	0	31.98	0
32.04	0	32.04	0	32.04	0	32.04	0	32.04	0	32.04	0	32.04	0
32.11	0	32.11	0	32.11	0	32.11	0	32.11	0	32.11	0	32.11	0
32.18	0	32.18	0	32.18	0	32.18	0	32.18	0	32.18	0	32.18	1
32.24	0	32.24	0	32.24	0	32.24	0	32.24	0	32.24	0	32.24	0
32.31	0	32.31	0	32.31	0	32.31	0	32.31	0	32.31	0	32.31	0
32.38	0	32.38	0	32.38	0	32.38	0	32.38	0	32.38	0	32.38	0
32.44	0	32.44	0	32.44	0	32.44	0	32.44	0	32.44	0	32.44	0
32.51	0	32.51	0	32.51	0	32.51	0	32.51	0	32.51	0	32.51	0
32.58	0	32.58	0	32.58	0	32.58	0	32.58	0	32.58	0	32.58	0
32.64	0	32.64	0	32.64	0	32.64	0	32.64	0	32.64	0	32.64	0
32.71	0	32.71	0	32.71	0	32.71	0	32.71	0	32.71	0	32.71	0
32.77	0	32.77	0	32.77	0	32.77	0	32.77	0	32.77	0	32.77	0
32.84	0	32.84	0	32.84	0	32.84	0	32.84	0	32.84	0	32.84	0
32.91	0	32.91	0	32.91	0	32.91	0	32.91	0	32.91	0	32.91	0
32.97	0	32.97	0	32.97	0	32.97	0	32.97	0	32.97	0	32.97	0
33.04	6	33.04	5	33.04	8	33.04	8	33.04	8	33.04	9	33.04	8
